text ,emotions,
"?????????? ??????? ???? ????? ????? ???? ????? ??? ????? ?????? ?????? ?? ??????????? ????? ??? ????? ????????? ???? ??????? ??? ???? ?????? ????? ???????? ??????? ???? ??????? ?????? ???? ????? ???? ???? ???????? ????? ????????? ????? ??? ???? ???? ???? ???? ???? ??? ????? ???????? ??????, ????? ?????? ????? ???? ??????? #aeroplane",Cuiriosity,
??? ??????? ???? ??????? ??????? ???? ????? ????? ???? ????? ????? ???????? #kitchengarden,Caring,
???????? ??? ???? ???? ??? ????????? ??????? ???? ?? ??? ???? ????????           ??? ?????? ????????? ???????? ??? ‘?????????‘? ????? ??? ??? ????! #funnycats,Disguest,
?? ?????? ????? ??? ???? ?????,Joy,
"???? ???? ???? ???, ??? ??? ????",Joy,
????????? ??? ?????? ?????? ??????? ?????-??????? ??????????? ?????? ??????? ?????? ????? ????? ????????? ????? ??????? ??? ?????? ??????? ???????? ???? ???? ??? ??? ??????? ????? ????? #????????????,Sadness,
"???????

????? ??? ??????? ???????  ?? ????  ?? ???, ????? ??? ??? ??? ???? ??? ???? ??? ?????, ‘????? ??? ??? ??????? ?????‘ ???? ??? ??? ?????? ????? ???? ?????? ????? ??? ???, ‘???? ????? ???? ?????? ?? ???? ???? ?? ???, ??? ????? ?????? ???? ??!‘
??? ????? ??????????? ??????? ?????? ????????, ??? ???????? ?????? ?????  ??????? ??????? ??? ???? ???? ????????????? ?????? ???? ??? ????? ????? ?????? ?????  ??????? ??? ??????????? ?????? ???, ?? ?????? ????? ???? ????? ???? ????? ????? ????

????? ?????? ????? ??????? ??? ?  ?????? ??????????? ??? ???? ???? ???? ??? ???, ‘?? ???? ?????? ????? ?????‘??? ?????????????? ???? ????? ?????? ????? ?????, ‘?????? ??? ???? ?? ?????, ?????   ????? ????? ???????? ???????? ???? ????????? ??? ???? ? ?????? ? ????? ????? ????‘
???? ????? ?? ???? ??????? ???? ???? ???? ????? ??? ?????? ????? ?? ???? ???? ???? ???? ???????????  ??? ? ????, ?????? ??? ???????! ????? ???? ????? ???? ???? ??????????? ??????? ??? ????? ??????? ???? ???, ??? ? ??? ??? ???? ???? ???????? ??? ????

???? ?????? ??? ?????????  ?????? ????? ?????????? ????? ??????????? ??????? ????? ??????  ????? ??? ???????? ?????? ????????? ?? ??? ????? ?? ??????????? ??????? ????? ????? ????? ???? ????? ?????? ??????? ?? ??????? ?????? ?????? ?? ???? ????????? ???? ??????? ?? ???? ??????? ?????? ???? ??? ??????? ?? ????? ???? ?????????? ??? ??? ?????? ?????? ???? ??????? ????????? ??????? ??? ??? ??????
????????  ?????? ???  ??? ?? ?????? 

???? ??? ??? ????? ??????? ???? ??????????  ??????? ????? ??????? ???????? ???????? ??????? ?????????? ??? ???? ???? ?????, ??????? ????? ???? ???? ????? ??? ???? ?? ????? ????? ??? ?????? ??????? ??? ?????? ??? ????????? ??????? ???? ?????? ???????  ?????? ???? ?? ?? ?????????? ???, ???? ??? ??????? ????? ???? ??? ?????????? ?????? ??? ?? ?????? ?????????? ??? ??????? ?????? ????? ?????? ???? ???? ??? ?? ???????? ??? ???? ???? ?????? ?????  ???????? ?????? ???? ???? ?? ????? ??? ?????? ????? ???? ???????? ??????? ???  ???????? ?????? ??????? ????? ??? ????? ??? ????? ??? ?????? ???? ?????????? ?????????
?????? ???????? ?????? ????? ????? ????? ????? ?? ???? ????? ?????????? ??????? ?????? ?????? ???????????  ???? ??? ??? ??????? ???? ??? ???? ???????? ?????? ?????? ????????? ???????? ???? ??? ?? ????? ???? ???????

??????? ????? ????? ??? ????? ??? ??? ?????? ?????? ??? ????????  ??? ????? ??? ???? ????? ???? ???? ??????? ???????? ????? ?? ????? ???? ????? ?? ???? ????? ????? ?? ???? ???? ???? ???? ????? ????? ?????????  ?????? ??? ???? ????? ??? ??????? ??? ???? ??? ???? ?????? ??????? ????  ???? ???? ???? ??? ???? ?

???? ?????? ??? ???? ????? ?????? ??????? ????? ???? ???? ????? ???? ????????? ???????? ????? ???? ??? ??? ??????? ?????? ??? ?????? ????? ??? ??? ????? ??? ????????? ??? ?????? ???? ??? ?????? ???????? ????????

???? ?????? ???? ???? ???? ????? ????? ????? ??????? ???? ???? ????? ?????, ?????? ?????? ???? ????? ??? ???? ?????? ?????? ??? ???? ????? ??????? ??????? ??? ????  ??? ???? ??? ???? ??? ???? ?????? ????, ???? ?????????? ???????? ????? ???? ??? ???? ?????? ?? ???? ????? ??????, ‘????? ??? ???? ????? ??????‘ ?????, ‘?? ???? ??? ????‘ ??? ?????, ‘??? ??, ????? ??? ???? ?? ???? ?????? ?? ????? ?? ???? ????‘
????? ?????? ??? ?????? ???????? ??? ??? ?????, ????????? ??? ?????????? ??????? ??? ?? ?  ????? ?????? ?? ??????? ???? ? ?????? ??????  ??????? ????? ?????? ? ???? ???? ???? ?????? ?????? ????? ????? ?????, ?? ?????? ??????? ????? ????? ??? ???? ?????? ????? ?????? ???, ??? ?? ????? ????, ???? ??????? ?????????  ?????? ??? ??? ???? ??????? ?
????? ????? ??? ???? ??? ??????? ????? ???? ?????? ???????? ??? ?????? ?????? ?? ??? ?? ????? ??? ?? ??????? ??? ???? ???? ? ???? ??? ????? ???????? ???? ??? ? ???? ????? ?????? ????? ???? ???? ? ????? ??? ???, ????? ?? ???????? ?????? ??????  ????? ????? ???? ?????? ?????????? ? ?????????? ?????  ?????????????  ??? ???? ?????? ?????? ? ??? ???? ??, ???????? ???????  ????? ???????? ?????? ???????? ???? ????? ??? ?????? ??? ?????? ?? ????? ???? ???? ?? ??? ?????, ?? ???? ???? ???? ??? ???? ???? ?????? ????? ??? ?????????? ??????? ????????? ???????  ?????? ???? ??? ??? ???? ?? ???????? ???  ??????? ????? ???????  ???? ???? ??? ?????, ???? ????? ???????? ???? ??? ????? ??? ??? ???? ?????? ?????? ??? ????? ????  ??????? ??? ???  ??????? ???? ?????? ?????? ??? ???????? ??? ???? ???? ?????????, ????????? ??????? ????? ???????? ???? ???? ?? ??? ? ???????? ????? ?????? ???? ?????? ??????? ???? ??? ???????????? ???????????? ??? ?????? ???, ?????? ?? ????? ????? ? ???? ???????? ???? ???? ?????????? ????? ??? ??? ???? ?????????????? ???, ‘?? ????????? ????? ??? ????????? ????? ???? ???‘ ?????? ?????? ?????? ???????? ???? ????? ??? ??? ??? ?????????

?????????? ????? ??????????? ??????? ?????????? ????? ?????????? ????? ????????? ??? ??? ??? ??? (???? ?/? ?????) ??? ?????? ??????  ????? ????? ???????? ???? ??? ?????? ???? ?  ????? ????? ???? ????  ???? ??? ?????????? ???? ???? ???? ???? ?????????/???????? ??? ?? ???? ??? ???? ???? ??? ???? ??? ????? ???? ???? ????????? ??????? ???? ???? ?????? ???, ????? ???? ???? ???? ????? ???? ????? ????? ????? ?????  ???????? ??? ??? ?

?????????? ???????? ??? ??? ????? ???? ?????? ???? ????? ????? ???? ????? ???? ??? ??????? ?????,  ???????? ????? ???? ?????,  ???? ????????  ?????? ??? ????? ?? ????? ???? ?????? ??? ???? ??????????

???? ???????? ??? ???? ???? ??? ???? ????? ???? ???? ???? ??? ??????? ?????? ????? ??? ??? ???? ???? ??????? ?????? ?????, ??? ???? ??? ???? ?????? ????, ????? ???? ?????? ???? ??, ???? ??? ??? ????? ???? ???? ??? ?????? ??? ???? ??? ??? ???? ??? ???? ?? ??? ??????? ???? ??? ?????? ? ??? ???? ?? ??? ???? ??????? ???? ??? ???????? ???? ?????? ??? ???? ???? ?? ???? ??????? ????, ‘??? ????????? ???????? ?????  ??????? ????????? ????‘ ??? ???? ???? ?????? ????????? ??? ????? ???????? ???  ???????? ???? ?????????? ????? ???????? ?

?? ??? ???????? ????? ???? ?????? ??? ??????? ?  ???? ????? ???????? ??? ???? ?????? ??????????? ??? ?? ???? ???????? ????? ??? ??? ???????  ????????? ???, '???????? ??? ???????  ????? ??, ??? ?????? ???? ????? ???????? ??????????'

?????? ??? ????? ?? ???????? ??????????? ????? ???? ??????, ???? ?????? ????? ???? ??????  ???? ??? ??????? ???? ?????? ????  ??? ?????, ‘??? ???,  ?????? ???? ???? ?????? ???? ???? ??? ????? ???? ????‘ ????????? ?? ??? ????? ??, ????? ?????? ????????  ?????? ????? ???? ??? ??? ??? ??? ?????? ????? ???? ?????, ???? ?????? ??????
???? ??? ??? ???? ??? ??????? ????? ??? ??????? ??? ???? ??????? ??? ????? ???? ???? ?????? ??? ?????? ??? ?????? ??? ??? 

???? ???? ???? (???????)?",Realization,
??????? ?????? ????? ???? ???????????? ?????????? #portlandoregon,Joy,
??????? ???? ?????? #guavajelly Sadia Rimi,Joy,
???? ???? ????? ???? ???? ???????,Admiration,
???? ????? ??????? ????? ??? ???? ?????? ???? ??? ?????? ?????? ?????? ???? ????? ??? ?????? ???? ??? ????? ???? ????? ????? ???? ?????? ??????? ????????? ?????? ?????? ???????? ???? ???????,Caring,
"Honolulu, Hawaii ?? ??? ??? ??????? ?????? ????????? ???? ???? #honoluluhawaii #honolulu",Amusement,
?? ????? ????,Joy,
???????? ???????? ????? ???? ??? ??????? #chino #chinohills,Embarrasment,
?? ??? ????????? ? ?????? ?????? ??????? ? ??? ?????? ??? ????? ???? ??????,Remorse,
????? ??????? ?????? ????? ??? ???????? ????,Admiration,
"??????? ???????? ???? ?? ?????, ??? ????????? ??????? ??????",Admiration,
My son Nafi's birthday cake. ???? ???? ?????? #happybirthday,Joy,
Washington orange. ??? ??? ?? ???? ?????? ??????? ??? ?? ???????? ????? ????????????? ???? ??? ??? ???? #washintonorange,Admiration,
?????????????? ???????? ??????? ????? ?????? ????? ??? ??? ??? ??? ????? ???,Joy,
Palos Verdes Peninsula. ???????? ????????? ?????? ???? ???? ??????? ?????? ???? ???? ??? ????? ???? ????????? ??? ???? ??? ??????? ????? ????,Joy,
??????? ?????? ????? ???? ?????? ??????? ????? ??? ?? ????????,Realization,
"???? ??? ????? ???? 
???? ????? ????? ???? ????? ?????? ????? ???? ???? ?????? ?????????, ????? ??????????? ??????? ?????? ??????? ?????? ???? ??? ???? ?????? ??? ???? ???? ????? ????, '??????? ?? ???? ??????? ????? ??? ?????? ?????? ???? ??? ?? ???? ???? ???' 
???? ???? ?? ????? ???  
 
???? ???? ????? ??? ???/?? ??? ???? ????? ????, '? ??? ??? ????? ??????'
- ??? ????? ???? 
- ???, ?? ??? ???? ??? ?? ??? ???? ????? ?????? ????? ???, ??? ???? ???? ????? ?? ???? ??? ??? ?? ???? ??? ???? ?? ?? ???? ?? ?????? 
???? ????? ?? ????? ??? ? ??????? ??? ????? ??????? ???? ???? ??, ???? ???? ???? ???? ????? ???? ??? ??? ?? ???????    
 
???? ?????? ???? ??? ???? ???, ??? ?????? ???? ??? ??? ???? ??? ????? ?????, '????? ???? ?? ??? ?????'  
- ?? ???? 
?????? ??? ???? ?? ?????? ?? ??? ????? ????? ????????? ???? ??? ????? ????? ?????? ????? ????? ?? ??????????? ???? ????? ??? ????? ???? ???? ?????? ???????? ???? ???? ????? ???? ??????? ??????? ?????, '????, ???? ?????? ?? ???? ????' 
????? ????? ????? ????? ???????, '??? ??? ??????!'
 ??? ????? ???? ???,  '??  ????? ???????? ????, ??? ???? ????? ??? ????? ???  ???? ?? ????, ???? ??? ???????? ???? ????' 
 
????? ??????? ???????? ???? ????? ??? ?????? ????? ???? ??? ???? ?? ????? ????? ????? ???  ?? ?????? ?????, '??? ????? ???? ???? ???????? ????? ???? ???' ?? '???? ???? ????? ???? ??? ?????? ??? ?? ????' 
??? ??? ??????, '??? ?? ???? ??????? ????? ??????'  
 
????? ????? ????? ???? ??????, '????? ?????? ?? ???? ????, ??? ??? ?? ??? ????? ?? ???? ??? ???? ??????' 
????? ?????? ??? ????? ??? ???? ???? ??? ??? ?? ?? ????? ???????
 
??? ??? ??? ????, '???? ??????? ??? ???? ??? ????? ????? ???? ??????? ???? ???? ?????? ???? ????? ?????? ???, ?? ?????? ???? ??? ???? ??? ??? ???? ?????? ?????'  
 
??? ?????? ???? ???????????? ???? ????????? ???? ????? ?? ?? ??????? ??? ??? ???? ????? ????? ????? ???? ??? ?????? ????? ???? ????????? ??? ????? ??? ??? ???? ???? ???? ???? ?? ???, '?????, ?? ?? ???? ??? ???? ???? ????' 
???? ??? ??? ????? ???, '??? ????? ???, ?? ?? ?? ???? ??? ???? ???? ????' 
????? ????? ????? ??? ??? ??? ????, '???? ?????? ?????? ???? ??? ???? ???? ????, ?????? ????? ""?????? ??????"" ????? ?? ???? ????????? ?? ????'  
 
????? ???/??? ??? ???? ??? ???? ???? ??, ???? ???? ???? ???? ???? ??? ???, '?? ??? ???? ??? ????'
- ??? ???? ?????, ???? ??? ???? ??? 
  
??? ????? ?????? ?????? ???? ????? ??? ???? ???? ?? ???? ????? ??? ????? ????? ???? ????? ??? ???? ???? ???? ?????? ?????? ??? ????  ????? ?????????, ??? ???????? ?? ???? 
 
??? ?????? ???????? ???? ????? ???? ???? ??????? ??? ??????????",Remorse,
????? ??????? ???? ???????? ???? ????? ??????? ??? ??????? ???????,Love,
"https://youtu.be/y1AjPuUMVKU
??????? ?????, ????? ???? ??? ???????? ?????",Relief,
??????? ?????? ???? ??? ????? ??? ?????? ???? ???? ??? ?? ??? ???? ????? ???! #sky,Relief,
Palos Verdes. ???????? ????????? ?????? ???? ?????? ??????? ???????????#palosverdes,Joy,
???????? ?????? ????? ???? ??? ?????? ??????? ?? ????? ?????,Admiration,
????? ???? ???? ??? ??? ?? ???? ?? ???? ???? ????????? ?????? ????? ????? ?? ?? ???????,Confusion,
????? ???? ??? ????? ?? ???????? ????,amusement,
????????? ?????? ??? ????? ????? ??? ???? ???? ?????? #jamuna,Joy,
???? ???? ???? ????? ??????,Pride,
"????? ???? 

????? ????? ???? ??? ??? ??? ?? ???,
?? ?????? ??? ??? ????? ?? ??????

????? ???? ??????? ??? ??????,
???? ???? ???? ????? ????? ?? 

??????? ???? ??? ??? ??? ????????,
???? ???? ????? ???? ????-?????? 

????? ?????? ???? ??? ?????? ???? ?????, 
?? ?? ??? ???? ????? ??? ???? ????? 

???????? ???? ????? ???? ????, 
????-????? ??? ????? ??? ????? 

????? ???? ??? ???? ??????? ?? ???????????,
?????, ??, ???????????, ???? ?? ???????? 

???? ???? ??????????? ?? ??? ???????, 
??? ?????? ??? ??? ???? ?? ??? ???????",Gratitude,
???? ??? ??????? ??????? ????????? ? ????? ????? ???? ????????? ?????? ??? ???? ????? ?? ???? ??? ????? ??????? ????????? ??????? ??????? ??????? ???? ????? ???? ????? ???? ??? ??? ???? ???? ?? ???? ?????????,Pride,
"????????? ???? ???? ????? ???, ???? ???? ?????? ???? ??? ????? ??, ????? #Thakurgaon #Rajshahi",Pride,
??????? ??????? ???? ??? ???? ????? ?????? ??? ??? ???? ?????? ? ????? ???????? ???? ???? ????? ???? ????? ???? ?????????? ????? ???? ???????,Desire,
????? ?????????? ?,Joy,
"???? ??? ??? ????? ??? ??????? ?? ?????? ??? ??? ???? ????? ??? ??? ?? ????????? ???? ?? ?? ????????? ????????? ????????? ????? ?????? ???????? Euthanasia (??????????)  ?? assisted suicide ???? 
???? ?????? ???????? ???? ???? ??? ? 
Eu·tha·na·sia - the painless killing of a patient suffering from an incurable and painful disease or in an irreversible coma. The practice is illegal in most countries.

????? ????????????? ???? ???????????????? ????? ??? ?????? ??? ????????? ?? ???????? ??? ??  ???????? ???????? ?????? ???? ?????? ??????? ??????? ??? ?????????????? ???? ???? ????? ???? ??? ???? ??? ?????? ????? ?????? ??? ????? ?? ???? ???? ??? ????????? ????????????? ??????? ????? ??????? ???? ??? ????? ???? ??? ???????? ?????????? ??????????????? ???? ??? ???? ???? ??? ?????? ???? ??????? ???? ??? ???? ?????? ????? ?? ???? ???? ??? ?? ???????? ???? ??? ??? ??? ??? ??????? ???????? ?? ???? ??? ?? ???????? ??? ????? ???? ????, ????? ???? ?????  ??? ????? ????????? ???? ?? ?? ????????? ?????????? ????????? ?? ?????????? ????? 

??????? ??? ???? ???? ??????????? ?????? ?????? ???? ???????? ???? ??????? ???????? ???, ?????? ??? ??? ??? ???? ???? ?? ??? ??? ?????? ???? ??? ????????? ???? ???? ???? ????? ??, ?????????? ????? ???????? ????????? ??? ??? ???????? ?????? ???? ?? ?????????? ?????? ??????? ???? ???? ??????? ??????? ??? ???? ????????? ????? ?????? ????? ???????? ?????, ??? ????? ???? ????????? ??? ????? ????????? ?????? ????? ??? ??????? ????, ????? ?????, ???? ???? ???? ??? ?????????????? ????????? ????????? ?????????? ?????, ??? ???????? ??????? ??? ????? ????? ???? ??? ????? ??? ???? ??????? ?????????? ???? ????? ?????? ????? ???????-??????? ???? ???? ??????? ??? ????? ?????????? ????????? ???????? ?? ????????? ???? ?????? ??????? ??????? ??? ??? ??, ??????? ???? ??????? ???? ???? ??? ??????? ?????? ???? ???? ????? ?? ????? ???? ??????? ??????? ??? ??????? ??? ???? ?? ??????? ??? ?? ??? ???? ??? ???, ""“This is rather taking a long time”? ??????? ??????? ???? ???? ??????? ???? ??? ??? ?????  

???? ???? ?????? ???????? ??????????? ?????? ???? ????? ????? ??????? ??? ???  ??? ????? ?? ???, ????? ???? ??? ????? ????????? ?????? ??? ???? ???? ????? ??? ???? ???? ???? ?????  ?????? ??????? ???? ?????? ???? ??? ??? ?? ????? ??? ???? ??? ???? ???? ???? ??? ????? ????? ?????? ???? ????? ???? ?? ?????? ??????,  ???? ??? ????????? ?? ???? ??? ???????? ?? ????? ???????? ???????? ??????? ?? ????? ??? ???? ?????? ??? ??? ???????? 

?? ???? ??????? ???? ??? ??????? ???????? ?????? ??? ???? ???? ???? ?????? ??? ?? ??????? ????? ??????? ??? ??????? ????? ????? ??? ??? ???? ????? ????? ???, ?????? ????? ????? ???????? ?????? ???? ??? ????? ?????? ????? ??? ????????? ????? ????? ???? ???? ?????? ????? ???? ????? ?????? ???????, ?????? ???? ??? ???? ??????? ?? ??? ????? ??????  ????? ??????? ???? ???? ????? ?? ?????? ??? ??? ???? ??? ???? ?????? ?? ????? ???? ????? ????? ???? ???????? ???? ????

?????????? ????? ?? ???? ???? ??, ??????? ????? ??? ?????? ????? ?????????? ??? ?????? ???? ???? ?? ???? ??????? ????? ??? ??? ?? ??? ?????????? ????? ??? ??? ???????? ?????? ??? ???? ?? ???????? ??????? ??? ??????????? ???? ????? ?????",Remorse,
???????????????? ??????? ??? ???? ?? ????? ????? ?????? ???????? ??? ?????? ???? ????,Admiration,
??????? ??? ?????????? #guava,Annoyance,
"???????? ?????, ????????? ????????",Pride,
"??????? ????
 
??????? ????? ??? ?????? ???????? ??? ????? ????????? ?? ????? ?????? ?????, ????? ?? ???????? ?????? ???? ??? ??-?? ????? ???? ?????? ??? ??? ???? ???? ????? ????? ????? ?? ??? ?? ???? ??????? ????? ?? ??? ?? ?????? ???? ???? ???? ???? ??? ????? ?????? ??? ????? ?? ?? ?????? ????? ?? ????? ???? ????? ??? ??? ?? ?????? ???? ??? ???? ???? ????? 

????? ??? ?? ???? ??????? ??????? ??? ????? ??????, ???? ?? ????? ????? ???? ?????? ??? ?????, '??, ??? ??? ?????? ???? ???? ????? ?????? ???? ???? ???? ???? ?????? ??? ?? ????????, ????? ??? ???? ??????? ????? ???? ?????? ???? ???? ??? ????? ??? ????'  
 
??? ?????? ??? ???? ???? ?????? ???? ?????? ?????? ??? ??? ???????? ??????? ??? ???????? ????? ??? ???? ?????? ??? ????? ?? ??? ?????, ???? ???? ?????? ?????? ???? ??????? ??? ????? ?? ??????? ???? ???? ?????? ???? ??????? ???? ????? ???? ???????? ???? ?? ??????
- ???? ????? ???? ?????? ????????? ?? ?? ?? ??? ?????? ???! ????? ?????? ???? ???? ??? ????? ???? ????  
 
???? ??? ?? ?? ????????? ?????? ????? ??? ??? ???????? ?????? ???? ??????? ??? ?? ???? ???? ??? ???-???, ??????? ???, ?? ??? ?? ???? ????? ??? ?? ?? ?? ??? ???? ????? ???? ?? ????? ???? ??? ?????? ?????, '?? ?????? ????? ????? ???? ???? ????? ???' 
 
??? ???? ???????? ????? ?????, ??? ????? ????? ??? 
 
????? ???????? ????? ???? ??????? ???, '????? ???? ?? ?????? ????? ????? ???? ???? ?? ??????' 
 
???? ??? ?????? ????? ?????, '?????? ???? ????? ???? ?? ?????? ?????? ??? ???? ???? ??? ??????'? 
 
?? ????? ?????? ???? ????? ??? ????? ????? ???? ???????? ???? ??? ???????? ???? ????? ???? ?????, ??? ????? ??? ??? ??????! ???? ??, ???? ??? ??? ??? ???? ????? ?? ??? ???????? '???? ?????' ??? ??? ???????? 
 
??? ????? ?????? ???? ???? ??? ????? ?????? ????? ???? ??????, ?? ??? ?? ??? ??? ?????? ?? ???? ?????? ???? ???? ??? ????? ??? ???? ???? ?????? ????????? ?? ??? ??? ????? ???? ????? ?? ?????? ??? ?????? ??? 
 
??? ???? ???????? ??????? ???? ?? ??????? ???? ???? ????? ??? ??? '???? ?????' ??? ??? ????? ???? ???? ???? ???? ??????",Remorse,
???? ?? ????? ???? ?????? ???? ????? ???? ????? ????? ??????????? ??? ???? ???? ???? ??????????? ?????? ????????? ???? ?????,Desire,
"???? ???????????? ???? ?????? English Vocabulary ?????? 

",Caring,
"???? ???????????? ???? ???? ????? ????????? ??????? ???? ????? ?????, ???? ????????? ???? ????? ?????",,
"Kernville ???? ???? ???? ????? ???? ???????? ????? ??????? ????? ?? ?????? ?????, ??? ?????? ??????? ????? ??? ???? ??? ?????? ?? ????? ???? rafting ?????? ???? ??? ????? ?????? #kernville #kernriver",Amusement,
?????????????? ??????? ??? ?????? ???? ??? ???? ????? ????? ?????#goldengatepark #sanfrancisco,Realizaton,
