text,emotions,,,
"????? ????? ??? ???? ??? ???????? ???? ??? ???? ?????, ??
?????????????? ""????? ????? ??? ????? ???, ??????? ??? ??? ????"",
????? ??????? ???? ?? ???? ???? ???? ???? ???",Admiration,,,
"?????? ???? ??? ???? ??, ???????? ??????? ?? ????? ???? ???? ???? ?????? ??? ???????? ???????? ?? ???? ??????? ??? ?? ???????
?
?? ????? ?? ?? ??????????? ???????????????? ??? ????? ???? ???? ??? 
???? ?????????? ??????? ???? ????????? ??????? ?????????? ??????? ????????? ???? ??????? ????? ???? ????? ??? 
?? ?????? ????????????? ?????? ????????, ????????? ??????? ??? ????? ???????????, ???????????, ?????????, ???????? ????????? ????? ??????????? ???? ?????, ?????????? ????? ??… See more",Amusement,,,
???? ???? ????? ???,Sadness,,,
"""?????? ??????"" ??????? ????? ????????? ????? ????? ?????? ???? ???????? ????? ?????? ???? ?. ??????????????",Excitement,,,
"""?????? ??????"" ??????? ????? ????????? ????? ????? ?????? ???? ????????? ???? ???? ????? ?????? ???? ??? ?????? ??????? ???? ?????? ???????",Excitement,,,
?? ????????? ??????? ?? ???????? ?? ??!,Sadness,,,
"????? ??????? ??????????????? ????? ??? ?????? ???? ????, ????, ????? ???? ????????? ??????????? ??????? ???? ??? ??????? ???? ????? ???? ????? ???????? ????? 
???????? ?????????????? ????? ""?????? ??? ??? ?? ??? ???? ?? ???""? ????? ????? ?? ????????????? ????? ?????, ?????? ???? ?????, ???????????? ??? ?????? ????????? ???? ???? ??????? ????? ?? ???????, ??????? ????? ?? ??????????? 
??? ????? ???? Relaxy ?? ???? ??????? ???? ???? ?????????? ?????? ???? ??????????? ???? ??? … See more",Realization,,,
"????? ??? ??-?????? ???? ???? ???? ?????, ?????? ????? ??????? ??? ?????? ???? ""???? ????? ??????? ???, ??? ???? ????? ??? ???? ???? ??? ?????? ???????? ???? ??… See more",Optimism,,,
"?????? ?????? ???????? 
????????????? ??? ????? ????? ???????
???? ????? ????? ????
???? ????? ????? ?????? … See more",Sadness,,,
"???? ??????? ???? ?????, ???? ????? ?????? ??? ??, ????? ?????? ?????? ???, ?? ???? ????? ?? ?? ??? ????! 
???? ????? ?????, ??? ???? ????? ??????????? ?? ???? ???? ???????? ?????? ?? ??????????????? ???????? ?? ???? ???, ???? ""??? ??? ??? ???? ?? ?? ?? ?? ??"", ?? ??????? ?? ???? ??????????? ???????? ????? ???????? ?? ?????? ??? 
???? ??????? ?????? ????? ??????, ?????? ???????????? ???? ?????? ???????? ??????? ???? ???? ?? ???? ???? ???????? ???? ??, ????? ????????? ???? ???… See more",Sadness,,,
"Farid Uddin Rony ??? ???? ?? ???? ?????, ????????? ???? ????????? ???? ???? ???? ?????????? ??????? ??????? ????? ???? ???? ????? ?/? ?????? ?????? ???? ????
??? ??? ???? ???? ????? ???? ?? ?????? ????? ?????? ???? ???? ?????? 
?????? ???, ???? ???? ????? ????? ??????????? ???? ?????????? ??? ??? ?????, ??????????? ???? ???? ????? ??? ????, ???? ????? ???? ?????? ???? ????? ???? ??? ???? ???? ?????? 
?????? ???????, ????",Sadness,,,
"?? ?????? ???? ???? ???
????? ????? ????????? ???
?????????? ??????????? ????
??? ????? ??? ???? ????
???? ????, ????? ????,… See more",Love,,,
"????? 
    ???? 
       ??????? … See more",Joy,,,
"????????????!!!
????????????? ??!!! 
Emaz ",Love,,,
" HSC Special LIVE: Physics | ?? ?????
 16910 ?????? ?? ??? ??? ????? ??????? HSC ???????? ????????? ????????? ???????? ?????? ???? ??????",Neutral,,,
"????? ?????? ??? ?? ????????, ?????? ??? ??? ???? ????????, ?????? ?????? ????????? ???? ??? ???? ??? 
???? ?? ???? ?????? ??? ????? ??? ??? ????? ???? ????? ???? ????? ????? ?? ?????? ??? ????, ??? ??????? ???? ?? ??? ???? ???????? ????????? ?????? ??? ???? ??, ????? ??? ??, ?? ?? ??? ????-????? ???? ????? ???? ???? ???? ????? ?? ???, ?? ????? ????? ???? 
????? ??? ??????? ????? ????? ???? ???? ??? ?? ???? ?? ?????? ???? ???? ???? ???? ??? ?? ????????! ???? ????? ??? ???? ??… See more",Love,,,
"??????? ???????? ??? ??? ????? 
??? ???? ????, ???? ??? ????? ??? ???? ???? ?????? 
?? ??? ????? ??? ????? ?????? ????, ????? ?????????? ????? ???, ?????? ????? ????????? ??? ?? ??????? ??? ????? 
???? ??????? ?????? ??? ????? ??? ?? ???? ???? ??? ???? ??? ????, ??? ??? ???????? ??????? ???????? ???? … See more",Sadness,,,
???? ????? ?????!,Approval,,,
????? ??? ???? ?????? ????? ??? ?????? ????? ???? ????? ,Curiosity,,,
"???????? ???????? ?????? ??? ?????? ???? ???? ???? ??? ???? ???? ???? ????????? ??????????? ???????? ??????? 
?????? ???????? ?? ?????? ???? ??? ???????? ??? ???, ?????? ??? ???? ????? ???????!",Admiration,,,
"?? ?? ???? ??????? ????? ???? ??? ???? ????? ??, ????? ????? ??????????? ?? ??????????? ????????? ??? ???, ??????? ????, ????? ?? ???? ?????? ?? ???? ???? ?? ?????? ?????? ?????? ????? ??, ?? ???????? ??? ????? ??? ???? ??? ??, ?????? ????????? ???? ??? ????? ?? ??????????? ???? ????? ???? ?????? ????? ????? ?????? ??? ????? ???? ???, ?? ??? ???? ???? ????? ???? ????? ??? ???????? ??????? ??? ??? ??? 
??? ????? ????? ???? ???? ???, ??????? ???? ???, ???? ?????? ?????? ????, ?… See more",Realization,,,
"???? ?????? ????? ????????? ???? ?? ????? ??? ???? ???? ????? ??? ????, ????? ??? ??????? ?? ??? ?/? ?????? ???/??? ??????? ?? ??? ??????, ?? ??? ??? ?/? ??? ?????? ???-??? ??????? ???? ??????? ???? ???? ???, ??????? ??????????? ?????? ??? ?? ??????? ??? ???????? ??? ???? ????, ???? ???? ?????? ??? ??? ????? ?? ??? ????, ????? ???? ?? ??? ????? ?? ????? ??????...  ???? ??? ?????? ?? ??? ???? ??? ????? ????? ????, ?????, ??????? ???? ?????, ?????? ???? ???????",Realization,,,
"?????????????? ???? ????????? ???? ????? ???????? ???? ?? ????? ??? ??? ????? ???? ? ??????? ????, ??? ??? ??? ???,??? ?? ????? ???? ???? ???? ?????? ???? ???? ?????? ????? ?????? ????????? ?????
??? ???????? ???? ???? ?? ?? ???????? ???? ??? ??????? ????? ???? ?? ?? ????? ???? ???????? ???? ????? ???? ??? ????? ????? ?????????? ???? ??? ??????????? ?????????? ????, ???? ??? ??????? ???? ?????? ???? ???? ???? ????? ???? ??? ?? ?? ???? ??????? ???? ???? ????! ??? ????? ????? ?… See more",Admiration,,,
"??????? 
   ~ ???????? ???????????",Neutral,,,
????? ????? ?? ???? ?? ???? ???? ??? ???? ????,Amusement,,,
"?????? ????? ?????? ??? ???, ????? ?????????????, ????? ??, ?? ?? ???????, ???????? ???????? ??? ????? ??? ???? ?????? ??? ?? (?? ???????) ??????? ???????? ???? ??? ???? ?????????? ???? ??? ????? ?????? ??? ?????? ???? ??????? ?????? ???????? ????? ???? ?????? ????? ???? ????????? ?????? ??? ????? ?????",Sadness,,,
"??????????????? ??? ??? 
~ ????? ???????? 
??. ????? ?? ????? ??? ?????? ?????? ???????",Admiration,,,
"????? ?????? ???? ??????? ???????? ??????? 
??? ???? ???????? ?????? ???? ????, ???? ???????? 
????? ?????? ??? ?????? ????????? 
?? ??? ?????????? ?? ??? ????????
???? ???? ???? ???? ?????????????? ????, … See more",Realization,,,
"???? ??? ??? ?? ?? ???, ??? ???? ????? ??????? ??? ???? ???? ?????? ???? ??? ?? ""????? ???? ???? ????"", ???????? ???? ????? ??????, ??????, ?????? ????????? ???? ??? ????? ??????? ????? ???? ????? ????????, ????? ???????? ?????? ???? ??? ???????? ???? ?????? ???? ???? ???? ????? ????? ??? ????? ???? ???? ?????? ???? ?????? ??????? ??????? ?? ??????? (?? ?????? ???) ??? ????? ????? ???? ??? ???? ????? ???? ??, ???????, ???????, ????? ????? ????? ??????? ????? ???? ??? ???? ???… See more",Excitement,,,
"""SALAMI"" ????????? ??????? ??? ???????? ???? ????? ?????? ???? ??????????? ?????????? ???????????? 
 ?????? ????-
https://www.rokomari.com/book/222993/icheghurir-bristibilash",Neutral,,,
"???? ????? Mashrur Ahmed ?? ???? ????? 
????????? ?? ???????? ??????? ??????? ????????? ???? ???? ????? ???????? ",Neutral,,,
"Mashrur Ahmed -??
???????? ???????
?????? ?????? ??? ????? ??? ????? ????? ?? ????? ????? ????? ??? ??? ?? ????? ???? ??????? ???? ???? ??? ????, ????? ???, ??… See more",Joy,,,
"?? ?????????? ????? ???? ??? ???? ???? ?????? ??? ????????? ???? ????? ??? ?????? ???? ???? ??? ?????? ?????? ???? ???? ????? ?? ??? ?????, ???? ????? ??? ??? ?????????? ???? ???? ???? ?? ??? ???? ??? ??????? ???? ???? ???? ???? ???? ?????? ?? Enayet Chowdhury ?? ????, ???? ????? ????! ??????? ????? ?? ???? ???? ???? ?????? ?? ??? ????
?????? ????, ??? ?????? ?? ??????? ????? ???? ??? ???? ?????, ????? ???, ?? ??? ?????? ???, ??????? ????? ???? ??? ???, ??? Khalid Farhan ?? ?… See more",Amusement,,,
????? ???? ??? ?????,Realization,,,
"??? ???????, ????? ? ?????? ?????????? ~
??????? ???, ????? ??? ? ?????? ??? ??? ???? ????? ????????? ???????? ????? ???? ???? ?????? ???? 
?????? ??????, ???… See more",Anger,,,
???? ????? ?????? ???? ????? ????? ????? ??? ???? ????? ????? ????????? ??? ??????? ???? ???? ??? ??? ?????? ?????? ????,Sadness,,,
"???????? ?????? ?? ???? ????? ?????? ????? ?????? ????? ????? ???? ???? ???? ???? ??? ??? ?????? ??? ????????? ?????? ?????? ?? ???? ???????? ????? ????? ???? ??????? ??????? ????? ????? ????? ??? ?????? ?????? ??????? ??? ???????? ?????????? ??? ????? ???? ?? ????? ???, ?????? ?????????????? ?????? ??? ??????? ???????  ???? ????? ????? ?????, ????? ?????, ?????? ???? ???? ??? ???? ??? ?????????? ??? ????? ?????? ??? ????? ???? ?????? ??????????????? 
??? ??????? ??? ?????, ?… See more",Admiration,,,
????? ?????? ????? ?? ???? ?? ???? ??? ,Realization,,,
"?? ?? ????? ?????, 
????? ???? ?? ????? ?????? ?????? ????? ????? ??? ???? ??? ??? ??? ? ???? ???????? ????, ? ?? ??? ??? ????????? ???? ???? ??????? ???????? ??????? ?????? ???? ??????? ??? ??? ??????? ???, ????? ?????? ??? ???? ???? ?????, ????? ??????? ????? ??? ??????? ????????, ??????? ????? 
??????? ????? ??????? ??? ???????????? ????? ??????? ??? ????? ????? ??????? ??????? ?????? ??? ???? ?????? ??? ??? ??? ??? ????? ???? ????, ???? ??? ?????, ??? ???? ???? ??????????… See more",Admiration,,,
"????? ?????? ??????, ?????
“?????????” ???? ???? ???????? ???????? ???????? ???? ??????? “????????”(?????? ??) ???????? ?? ????????? ??????????
‘?????????’? ??… See more",Admiration,,,
"???? ????? ??? ??? ??, ??????? ????? ????? ???? ????? ????? ???? ?? ???? ?????? ???????? ???? ???????? ????? ???? ????? ???? ??? ????? ??? ???, ??? ??? ????? ???? ????? ????? ??? ????? ???, ?????? ????? ?????? ???? ????? ??? ???????? ???, ?????? ??? ?????? ?????? ???? ??? ??? ????? ??? ???,  ?????? ???? ????? ?????? ????????? ??? ????? ??? ???, ??????????? ?????? ??? ???? ??? ????? ??????? ??? ???????????? ???, ?? - ??????? ??, ????? ???? ???? ???? ????? ???? ???? ???? ?? ???… See more",Realization,,,
"??? ?????? ?????? ?????? ???? ??? ???? 
?????? ?????? ????? ?? ???????,
????? ??????????? -
???? ?????? ??? - ?? ????????… See more",Neutral,,,
"????? ??????? ?????? ???????? ???? ???????? ???? ????? ???? ????? ??????? ???????????? ?? ????? ??? ?? ?? ?????? ????? ??? ??????? ???????? ???, ?? ????? ??? ?????? ????? ???? ???? 
??????? ???? ????? ??? ?????? ???? ?? ????? ??? ??? ??????? ???? ????? ??? ??? ?? ?????? ???? ????? ?? ??????? ????????? ????????? ?????? ?????? ???????? ???? ?? ??? ??? ???? ????? ?? ????????? ???? ?????? ????????? ??? ????? ???? ?????? ?????, ""????? ???? ?? ??? ???? ????"" 
??????? ???? ????? ???… See more",Realization,,,
"?? ???? ?????????, ?????????, ???????, ????????? ??? ????? ??????? ????????? ????? ???? ??? ????? ???????? ????? ?????, ?????? ????? ??????? ????, ???????? ?????, ?? ???? ???? ???, ??? ???? ???? ???? ?????? ??????? ???????? ???? ????? ???? ?? ??? ???? 
??? ???????? ????? ????????? ",Gratitude,,,
"??? ??? ?? ??? ??????? ????, ?? ??? ??? ??????
???????? ????? ?????? ?? ????? ????? ????!",Admiration,,,
"?? ?????? ???????!
 ???????? ???????!",Admiration,,,
"????? ???????? ???? ???? '????????' ?????? ???? ???? ?????? ?? '?????????? ???????????' ?????? ???? -
https://www.rokomari.com/book/222993/????????-????????????… See more",Admiration,,,
"?????? ????? ????? ?? ????? ??????
?? ?????????? ????? ?????,
???? ???? ?????? ????????
 ???? ???? ??? ???? ?????!… See more",Love,,,
"????? ?????? ?????? ?????? ?????? ??????? ?? ?? ????? ????? ?? ?????? ?????
?? ???????? ICDDRB ?? ???????? ???????? ???? ?? ???? ????? ?????? ???? ???? ????? ?… See more",Sadness,,,
"?????? Shakib ?? ??????? ????????? ???????? ???? ??????? 
??? ???????, ????? ?? ?????, ??????? ????? ?????",Love,,,
???? ???? ???? ???????!,Joy,,,
"???? ???? ???? ??? ????
????? ????? ????? ????? ????? 
?? ???? ???? ??? ?????? ??????? ??????? ??????? ?? ??? ????? ???? ???? ????????? ?????? ???? ????? ???? ???? ??????? ???? ????!",Admiration,,,
?????? ??? ?????? ?? ??? ???? ????? ????? ??? ?? ?????!,Amusement,,,
"??????????? ???? ????? ?? ????? ?? ?? ??????  ??????? ????-?????? ???????? ?????? ??? ???? ???? ???? ??????? ?????? ??? ????—???? ?????? ??-?? ???? ??????? 
 … See more",Sadness,,,
"????????
~ ???????? ???",Neutral,,,
"???? ???? ?????? ??? ??????? ????? ????? ???? ????! ???? ???? ?????????? ??????? ???????? 
?????????? ????????????? ?? ????? ??? ??? ???? ????? ??? ???? ????? ?????? ???? ?????? ?????",Admiration,,,
"???? ????? ????-
https://www.facebook.com/groups/1288290225006095/?ref=share",Neutral,,,
"????? ??, ????? ?????? ??? ???? ?????????? ??????? ??? ???? ???? ??????
??? ???? ????? ???? ?????? ?????????? ?????, ???  ??? ""??????"" ?????????????? ????? ????… See more",Realization,,,
?????? ??!,Admiration,,,
"- ?? ??? ????, ???? ????! ?? ?? ????! 
??????? ???????????? ???????????? ??? ???? ???? ????? ?????? ???? ????????? ????? ?????
- ???? ????? ?? ??? ???? ????? ??… See more",Amusement,,,
"??????? ??? ????????!
????? ????-
https://www.facebook.com/groups/1288290225006095/?ref=share",Neutral,,,
"???? ??????? ??, ???? ??? ??? ?????????? ???,
???? ???? ??? ???— ????? ???? ??? ??? ?????",Realization,,,
"??????? ???????
    ~ ????? ??????
????? ????-
https://www.facebook.com/groups/1288290225006095/?ref=share",Neutral,,,
"??????? ?? ???? ??% ?????????, ???? ???? ??% ??????????? ?????? ???? ??????? ?????? ???? ??? ???? ???? ?? ?????????? ????? ??????
?????? ????? ??????? ??????????  ???+ ????? ?????? ???? ??????? ??????? ???????
????? ????+ ?????? ??? ?+?+??+?? ???? ??????? ????? ??? ????? ????? ???? ??? ?????????? ????? ??????
?????? ???? ?????? ???? ??????? ????? ????? ????? ?????… See more",Amusement,,,
"?????????????? ???????!
????? ???? -
https://www.facebook.com/groups/1288290225006095/?ref=share",Love,,,
"?????? ????????? ?????? ?????? ????? ???????? ????????? ???????? ?? ?????????????? ???? ??????? ? ?????? ???????? ??? ??????????? ???? ????? 
#???_?????????
?… See more",Admiration,,,
"????? ????, ??? ???? ?????? ????? ????? ???? ???? ???????? ?????????, ???? ? ?????? ??? ???? ??????
https://www.facebook.com/groups/1288290225006095/?ref=share",Love,,,
?????? ??? ??? ??? ?????????,Sadness,,,
"""??????? ???? ??"" ???? ???? ???-
?????? ????
???? ????, 
??????? ????? ?????? … See more",Sadness,,,
"??????? ???? ??
     ~ ????? ??????",Sadness,,,
"???? ?? ?????? ???? ??? ?????
?????? ?????? ?????????? ???? ??????? ???????? ?????? ???? ???? ?????? ??? ????
??????? ???? ??… See more",Sadness,,,
"?????? ??? ????? ?????!
???? ???? ????? ???? ????? ?????? ??, ????? ???????? ??????????? ""?????????? ???????????""? ???? ????????? ????????? ??????? ???????? ????
?? ????? ???? ???? ??? ????? ??? ????? ???????? ????????? ????? ???? ????? ????? ???? ??????? - ???, ???????????? ??????? … See more",Amusement,,,
"????? ?????? ??? ???? ??????? ????? ??? ???????? ???? ????? ????????? ???? ???? ???? ?????? ???? ?????? ??? ???? ????? ????, ??? ???? ???? ????? ???? ??? ???",Realization,,,
"????????? ?? ????? ???????? ????????? ? ????? ??????? ???????? ??? ???? ???? ????????? ??????? ???, ??? ????? ??????????????? ???? ????? ???? ??, ?? ?? ????????… See more",Sadness,,,
"??????? ????? ??????? ??? ????? ????????? ???????, ???????? ?????????? ???? ??????? ??? ????? ????????? ??????? ????? ?????? ??? ?? ????? ?????? ?????, ????????… See more",Realization,,,
"A typical line from my first ever published book ""?????????? ???????????"" suits them, ""???? ??????? ?????????? ?? ???? ???!",Curiosity,,,
??? ???????? ?????????? ??? ??????????,Desire,,,
????????? ??????? ??? ?????????,Desire,,,
???? ????? ????? ?????? ????? ?????? ,Approval,,,
"????????? ????? ???? ???? ????? ???? ????? ??????????? ""?????????? ???????????"" ?? ????????? ????-?????????? ???? ????? ???? ???????? ??????? ????? ??????? 
???… See more",Admiration,,,
"?????? ???? ??????? ?????? ??????????? ??? ?????? ???? ???? ?????? ?? ?? ?'?? ??????? ?? ???????? ???????? ??????, ?????'?? ??????? ?? ??????? ??????? ???? ??? … See more",Admiration,,,
"?? ???????? ????? ??????
    - ?????????? ???????????
????-?????? ????-
https://www.rokomari.com/book/222993/icheghurir-bristibilash",Gratitude,,,
????? ?????? ????????????? ???? ???? ????????? ????????????? ??? ???????? ? ?????? ?????? ????? ????? ???????? ?????????,Disapproval,,,
"????? ??? ???? ??????? ???, ??? ????? ???????? ??????? ????????? ????? ???? ?????? ?? ????? ??????? ???? ?????? ???, ?????? ???? ???????? ???? ??? ????? ???? ??… See more",Realization,,,
???? ???? ?? ?????!,Optimism,,,
"??????
   ~ ?????? ????????",Neutral,,,
"????????? ???????? ???? ???? ??????????? ""?????????? ???????????"" ?? ???????????? ?????! 
??? ???, ???? ???? ????????? ???? ???? ???? ?????, ???? ? ???????????? ",Optimism,,,
"???? ???, ???? ?????????? ?? ?????? ???? ????? ??????????? ???? ????, ???? ?? ???????? ???????????????? ????????????? ???? ???? ???? ??? ????? ???? ???????? ???… See more",Optimism,,,
"Mohammad Wahid Hossain  ??????? ???? ???? ??????? ????? ??? : 
""??????? ???? ???, ‘????? ??? ??? ??????? ????? ????? ????? ??? ???? ???? ???? ???? ???? ??? ???… See more",Sadness,,,
???! ?? ??????! ,Admiration,,,
"#familyhistory
???? ????? ????????????
????????? ? ????? ???? ??????? ????? ???? ????? ?????????? ???????? ? ???? ??????????????? ?????????? ?????? ??????? ????… See more",Optimism,,,
"????????? ????, ???? ?????? ???? ????? ?? ????? ??????-????? ????? ?????? ????? ??? ???? ??? ???? ??, ??? ????? ???? ???? ?? ?????? ??, ??? ????????? ?????, ???? ????? ?????? ??? ????? ??? 
???? ?????? ?????
https://www.rokomari.com/book/222993/icheghurir-bristibilash",Admiration,,,
"""?????? ???????"" ????? ???? ?????? ?????? ??? ???? ??????, ???? ""???? ??????"" ????? ???? ????? ??? ??? ??????!
?? ??? ???? ??? ???? ??????? ??? ?? ???, ???? ??… See more",Optimism,,,
????????????? ???? ?????? ?????? ?????,Optimism,,,
"???? ""?????????? ???????????"" ????????????? ???? ??????? ??? ???? ????? ??? ???? ??????????? ???? ???? ?????? ?????? ?????
???? ?????? ?????
https://www.rokoma… See more",Optimism,,,
"??? ??????! 
????? ???? ??????? ????
     ~ ????? ??????",Amusement,,,
"????? ???? ??????? ????
     ~ ????? ??????",Admiration,,,
?? ??? ??? ???? ???? ?????????? ??????? ????? ???? ??? ?????? ??????? ??? ??? ???? ???? ????? ???? ???????? ???? ???? ????? ???? ??????? ?? ???? ???? ???? ?????… See more,Sadness,,,
????!,Realization,,,
"?????????? ??? ??? ???? ?????!
We are a generation that has grown up with completely wrong parenting.
?????? ??? ?????? ??????? ???????????? ????, ??? ????? ?… See more",Realization,,,
???! ,Love,,,
???? ?? ????? ?? ????? ???????? ???????? ????? ????? ???? ?????? ???????? ????????? ???? ?????? ????? ?????? ????? ?? ?? ???? ???? ?????????????? ????? ?????(??… See more,Desire,,,
"?????? ?????
   ~ ?????????? ????????????",Neutral,,,
"??? ???? ???????? ??? ???????, ??????? ??? ??????? ?????? ""?????? ???? ????? ????"" ???? ???? ??? ????? ?????-??????-?????? ???? ???? ?? ?? ???? ???? ?????:
-??… See more",Sadness,,,
"??????????? ...............?? ???? ??? ????:
"" ???? ???? ?? ???? ???- ?????? ??? ??????
??? ??? ??? ????-????? , ?????? ?????? ???? ???""… See more",Sadness,,,
"???????? ?????????? ???? ???? ???? ????? 
?????? ???? ????? ????????? ????????? ????????? ??? ??????? ?? ?? ?????? ???? ??? ???? ?? ?????? ???? ????????? ?????? ???????? ?????? ?????????? ??? ??? ??????? ??? ????? ????? ????????? ??? ???????, ???????? ? ???? ????? ???????? ??????? ???? ???? ????????????? ???????? ? ???? ???? ??????? 
?????? ????????? ???? ???? ???? ???? ???? ??????? ?????? ?????? … See more",Sadness,,,
"???? ???? ??? ??? ???? ??????? ??????? ???????!
.
????? ???????? ??? ??????? ?? ??????? ???? ?????? ????????? ??????????? ??? ??? ???? ?????? ?????? ??? ?????? … See more",Sadness,,,
???? ?? ??? ?? ????? ??????? ??????? ????????? ??????? ???? ?????? ,Confusion,,,
"?? ????? ???? ??? ???, ??? ???????
- ????? ?? ?????
  ??? ??? ??? ???
     ~ ?????? ??",Neutral,,,
"??? ?????? ?????? ???????
??? ?????? ?????? ??????,???? ????????? ????????? ??????? ?????? ????? ???? ?????, ??????? ???? ???? ????? ?????? ?????? ??????? ????… See more",Remorse,,,
????!,Sadness,,,
"????? ???? ???? ???????????, ?????? ??????? ?????, ????? ????????? ???? ????? ????? ?????? ???? ????? ??? ?????????????? ?????? ???????, ???????? ??? ???? ?????… See more",Sadness,,,
"????? ?????? ????? ??? ???? ???? ?????? ?????? ??????? ????? ????????? ???? ????, ???? ????? ??? ????????, ""????? ???? ?? ?? ??? ??????? ???? ???? ???? ???? ???… See more",Sadness,,,
???????! ,Amusement,,,
"?????? ??? ?? ??? ???? -- ?????? ??????? ??????? ????? ???? ???? -- ??? ???? ?? ???? 
???? ????? ? ?????? Imrul Hasan ?????? ?????? ?????? ?????, ????? ??? ???… See more",Sadness,,,
??????: ???? ??–????? ????? ????????? ???? ????? ???? ????? ?????? ??????? ???? ????? ??????–????????? ????? ???? ???? ????? ????? ??? ??? ???? ??? ???? ???????… See more,Sadness,,,
????????! ,Admiration,,,
????? ????! ? ??? ?????????? ????????...,Realization,,,
"#????????_???
?? ???????? ????? ?????? ????? ????,
??????? ?????? ??????? ????,
?????? ????? ????? ?????? ????… See more",Sadness,,,
"??? ????? - ?
???????-????? ???? ???? 
?????????-??? ?????
""????? ???? ????"" ?????????? ???? ????????? ??? ????? ???? ?????? ???? ???? ?????? ????????? … See more",Neutral,,,
"???????
    ~ ???????? ???",Neutral,,,
??! ,Annoyance,,,
"???? ???? ??? ?????,,, ",Love,,,
